SquareFeet,PropertyType,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Floors,Garage,Price
2084,Independent House,3,3.5,Suburban,1990,3,1,18382000.0
2635,Independent House,2,3.5,Downtown,2024,1,1,21667000.0
992,Apartment,1,3.0,Suburban,1964,2,0,8239000.0
803,Apartment,3,3.0,Downtown,1952,2,1,10059000.0
3305,Independent House,4,1.0,Suburban,1950,3,1,24663000.0
1985,Penthouse,4,4.0,Suburban,2024,3,1,21240000.0
211716,Agricultural Land,0,0.0,Downtown,1950,0,0,27165000.0
1623,Apartment,3,2.0,Suburban,1960,1,1,12474000.0
1341,Independent House,3,1.5,Suburban,2009,1,0,13032000.0
732,Apartment,2,3.0,Suburban,2014,2,1,8844000.0
1042,Apartment,2,1.5,Suburban,2025,2,1,9848000.0
3659,Villa,4,2.0,Rural,1953,2,1,30869000.0
4100,Villa,5,1.0,Rural,1974,2,0,33486000.0
864,Apartment,1,2.0,Downtown,2021,2,0,10187000.0
692,Apartment,1,2.0,Suburban,1992,3,1,7322000.0
737,Apartment,3,2.0,Downtown,1989,1,1,9728000.0
2731,Penthouse,4,1.0,Downtown,1993,3,0,25548000.0
33859,Agricultural Land,0,0.0,Downtown,1950,0,0,7813000.0
906,Apartment,3,2.0,Rural,2021,1,1,7927000.0
865,Apartment,2,2.0,Suburban,2008,1,1,8543000.0
86898,Agricultural Land,0,0.0,Downtown,1950,0,0,13929000.0
207542,Agricultural Land,0,0.0,Downtown,1950,0,0,27166000.0
2401,Independent House,4,1.5,Rural,1972,1,0,16875000.0
1053,Apartment,1,3.5,Suburban,2011,3,1,10459000.0
790,Apartment,3,2.0,Suburban,1972,2,1,9212000.0
2914,Independent House,4,3.0,Rural,2007,1,0,21347000.0
2463,Independent House,3,1.0,Suburban,2004,1,0,19614000.0
1430,Apartment,2,1.5,Downtown,1982,3,1,12655000.0
2390,Independent House,3,1.5,Suburban,2012,3,0,19959000.0
1712,Apartment,2,2.0,Rural,2009,2,1,11416000.0
1686,Penthouse,4,1.0,Rural,2010,2,1,16513000.0
1418,Apartment,1,2.0,Downtown,2025,1,0,11539000.0
1620,Apartment,3,2.0,Downtown,2010,3,0,13679000.0
3179,Independent House,4,1.5,Downtown,2018,2,0,25613000.0
1871,Independent House,3,2.5,Suburban,1970,2,0,16503000.0
195982,Agricultural Land,0,0.0,Suburban,1950,0,0,23419000.0
2399,Independent House,2,3.5,Downtown,1952,2,1,20576000.0
1290,Apartment,1,1.5,Suburban,1997,3,0,9942000.0
4539,Villa,5,2.5,Suburban,1959,3,1,39133000.0
1722,Apartment,2,2.5,Suburban,1991,3,0,12882000.0
157584,Agricultural Land,0,0.0,Rural,1950,0,0,16945000.0
2955,Independent House,4,2.0,Suburban,2015,3,1,23659000.0
1581,Independent House,4,3.0,Suburban,1995,3,0,15328000.0
770,Apartment,1,4.0,Suburban,1958,1,0,7905000.0
2389,Independent House,2,2.0,Rural,1998,1,0,17016000.0
2283,Penthouse,3,2.5,Downtown,1953,3,1,22609000.0
2582,Penthouse,4,2.5,Rural,2009,1,1,21720000.0
780,Apartment,2,2.0,Downtown,1978,3,0,8962000.0
618,Apartment,3,1.5,Downtown,1996,1,0,8501000.0
2749,Penthouse,3,3.5,Downtown,2012,1,1,26395000.0
111459,Agricultural Land,0,0.0,Rural,1950,0,0,12359000.0
1480,Apartment,2,2.5,Suburban,1980,2,1,11737000.0
2616,Independent House,3,1.0,Downtown,2000,3,1,21856000.0
774,Apartment,2,1.0,Rural,1990,1,1,5794000.0
27791,Agricultural Land,0,0.0,Suburban,1950,0,0,4989000.0
653,Apartment,3,3.5,Rural,1985,1,1,6317000.0
1294,Apartment,1,1.0,Downtown,1989,2,0,11126000.0
2362,Penthouse,4,2.5,Downtown,2009,1,1,24040000.0
948,Apartment,2,1.5,Suburban,1964,2,1,8990000.0
1442,Independent House,3,1.0,Suburban,1979,1,1,14338000.0
1579,Independent House,4,1.0,Suburban,1979,2,1,15248000.0
881,Apartment,1,2.0,Suburban,1976,2,1,8517000.0
3407,Independent House,2,1.0,Suburban,1989,3,0,24400000.0
1822,Independent House,3,2.0,Downtown,1994,3,0,18161000.0
1491,Apartment,3,2.5,Suburban,2024,1,1,12379000.0
2669,Independent House,2,2.0,Suburban,1996,3,0,21012000.0
2140,Penthouse,3,2.5,Downtown,2005,3,1,22427000.0
2531,Penthouse,3,2.0,Downtown,2003,3,0,24429000.0
1162,Apartment,2,2.0,Suburban,1958,1,0,9380000.0
1090,Apartment,3,2.0,Rural,2014,1,1,7764000.0
940,Apartment,2,2.0,Downtown,2019,3,1,11000000.0
1471,Independent House,2,4.0,Downtown,1950,3,1,15666000.0
2710,Independent House,2,2.5,Downtown,1962,1,1,21672000.0
4096,Villa,4,1.5,Rural,1987,3,1,33742000.0
834,Apartment,1,2.5,Suburban,1994,2,1,8314000.0
1706,Apartment,2,1.5,Rural,1989,1,0,9913000.0
2116,Independent House,3,1.0,Rural,1964,1,1,15256000.0
3708,Villa,4,2.0,Suburban,1999,2,1,33389000.0
1423,Apartment,1,2.5,Downtown,1951,3,1,12113000.0
3091,Villa,5,2.0,Suburban,2002,2,0,29894000.0
1231,Apartment,2,3.0,Downtown,1975,3,1,11786000.0
59101,Agricultural Land,0,0.0,Downtown,1950,0,0,10626000.0
204444,Agricultural Land,0,0.0,Downtown,1950,0,0,26824000.0
721,Apartment,3,2.0,Suburban,2015,3,0,8397000.0
1491,Apartment,1,1.5,Suburban,2024,1,0,11498000.0
3057,Independent House,2,4.0,Suburban,1982,1,0,22608000.0
1437,Apartment,3,2.0,Suburban,2008,3,0,12084000.0
3096,Villa,4,3.0,Downtown,1975,2,1,31093000.0
2829,Penthouse,3,3.0,Suburban,1970,1,1,24519000.0
3033,Villa,4,3.5,Suburban,1998,3,1,29526000.0
3481,Penthouse,4,1.0,Downtown,2020,1,1,30241000.0
2753,Independent House,4,1.5,Suburban,2020,1,1,22062000.0
1352,Apartment,1,2.5,Suburban,2015,1,1,11006000.0
4733,Villa,5,2.0,Downtown,1986,2,1,41641000.0
2948,Independent House,2,2.0,Downtown,1963,2,1,23422000.0
3927,Villa,5,1.5,Rural,2021,3,1,33646000.0
1079,Apartment,1,1.5,Downtown,1956,2,1,9737000.0
1501,Apartment,1,2.0,Suburban,1987,3,1,12081000.0
9306,Agricultural Land,0,0.0,Rural,1950,0,0,1353000.0
617,Apartment,1,1.5,Suburban,1994,3,0,6732000.0
31904,Agricultural Land,0,0.0,Downtown,1950,0,0,7754000.0
93653,Agricultural Land,0,0.0,Rural,1950,0,0,10737000.0
2869,Penthouse,4,1.5,Suburban,1971,1,0,24468000.0
3189,Villa,4,1.0,Suburban,1993,1,1,29972000.0
3000,Independent House,4,1.5,Suburban,1984,2,0,22592000.0
35273,Agricultural Land,0,0.0,Suburban,1950,0,0,6009000.0
918,Apartment,3,2.5,Rural,2009,3,0,6921000.0
3264,Independent House,2,2.5,Rural,1952,3,0,21984000.0
2857,Villa,3,1.0,Suburban,2016,1,1,26897000.0
2894,Independent House,3,1.5,Rural,2021,1,1,20851000.0
3313,Independent House,3,2.0,Rural,2004,1,1,22370000.0
1323,Apartment,2,1.5,Rural,1958,2,1,9086000.0
2700,Independent House,4,3.0,Suburban,2018,3,1,22547000.0
196498,Agricultural Land,0,0.0,Downtown,1950,0,0,26220000.0
1635,Apartment,2,2.5,Suburban,1977,3,0,12341000.0
88052,Agricultural Land,0,0.0,Downtown,1950,0,0,13529000.0
2523,Villa,5,3.0,Suburban,1964,3,1,25987000.0
1781,Penthouse,4,2.0,Downtown,1980,1,0,19786000.0
2135,Independent House,3,2.0,Rural,2008,2,1,17359000.0
2222,Penthouse,3,2.5,Suburban,2003,2,0,21776000.0
1350,Apartment,3,1.0,Suburban,2017,1,1,11410000.0
1767,Penthouse,4,1.0,Suburban,1996,2,1,19087000.0
897,Apartment,1,1.0,Downtown,1991,2,1,9663000.0
202898,Agricultural Land,0,0.0,Suburban,1950,0,0,24249000.0
176882,Agricultural Land,0,0.0,Suburban,1950,0,0,21474000.0
1145,Apartment,3,2.0,Rural,1972,3,1,8339000.0
1374,Apartment,3,1.5,Downtown,2014,1,1,12809000.0
1864,Penthouse,4,1.5,Downtown,2003,1,1,20703000.0
1146,Apartment,2,2.5,Suburban,1960,1,1,9726000.0
80191,Agricultural Land,0,0.0,Downtown,1950,0,0,12977000.0
1338,Apartment,3,4.0,Downtown,2012,1,1,13057000.0
1136,Apartment,1,1.5,Downtown,1971,3,1,10746000.0
83888,Agricultural Land,0,0.0,Suburban,1950,0,0,11260000.0
3074,Villa,3,2.0,Downtown,2003,2,1,30220000.0
3370,Penthouse,3,1.0,Suburban,1985,2,0,27797000.0
685,Apartment,1,3.5,Rural,2007,3,0,5606000.0
2562,Villa,5,1.5,Suburban,1969,2,0,25768000.0
1389,Independent House,2,3.0,Suburban,1965,1,1,13860000.0
3003,Villa,5,1.5,Suburban,2005,3,1,30034000.0
2518,Villa,5,3.0,Downtown,1999,3,0,27531000.0
1148,Independent House,4,1.5,Downtown,2015,1,1,14563000.0
1582,Independent House,2,1.5,Downtown,2023,1,1,16214000.0
720,Apartment,3,1.5,Suburban,1962,1,1,8129000.0
2264,Penthouse,4,1.5,Suburban,1964,2,1,21453000.0
1204,Apartment,3,3.0,Rural,2022,1,0,9090000.0
4103,Villa,4,2.5,Rural,1976,3,1,33555000.0
1365,Apartment,2,2.0,Downtown,1957,2,0,12031000.0
4711,Villa,5,4.0,Suburban,2019,2,1,41236000.0
2599,Villa,4,2.0,Downtown,1999,3,0,27271000.0
658,Apartment,3,4.0,Suburban,2016,2,0,8781000.0
1621,Apartment,2,1.5,Downtown,1975,1,1,13578000.0
1692,Apartment,1,3.5,Rural,1985,1,1,10277000.0
3269,Villa,3,1.0,Rural,1970,1,1,27318000.0
1887,Penthouse,4,2.0,Downtown,2001,1,1,20343000.0
1709,Apartment,3,2.0,Suburban,1960,2,1,12603000.0
4633,Villa,5,2.0,Suburban,1957,3,0,39060000.0
1192,Apartment,1,2.0,Suburban,2006,2,1,10182000.0
2649,Independent House,2,2.0,Suburban,1995,3,1,21022000.0
146790,Agricultural Land,0,0.0,Suburban,1950,0,0,17724000.0
1508,Apartment,2,4.0,Rural,1951,3,1,10244000.0
2341,Independent House,4,4.0,Suburban,2013,1,1,20406000.0
1165,Apartment,1,4.0,Suburban,2001,2,1,10621000.0
998,Apartment,1,4.0,Rural,2014,1,1,7445000.0
1498,Apartment,3,2.5,Rural,1960,2,1,10561000.0
892,Apartment,2,4.0,Suburban,1955,2,1,9230000.0
2284,Villa,4,3.0,Downtown,2025,1,1,25493000.0
1802,Independent House,3,2.0,Suburban,2013,2,0,15938000.0
2715,Independent House,3,2.5,Rural,2004,1,0,19012000.0
1489,Apartment,1,3.5,Downtown,1993,3,1,13315000.0
843,Apartment,3,2.5,Suburban,1963,1,0,8810000.0
3243,Villa,5,2.0,Downtown,1954,2,1,31374000.0
95031,Agricultural Land,0,0.0,Suburban,1950,0,0,11988000.0
1777,Apartment,1,1.0,Rural,1974,2,0,10204000.0
30327,Agricultural Land,0,0.0,Suburban,1950,0,0,5194000.0
3320,Independent House,2,3.0,Suburban,1999,3,1,25030000.0
2670,Independent House,2,3.5,Rural,2022,3,1,19774000.0
2848,Independent House,4,2.0,Downtown,2020,3,0,23922000.0
1119,Apartment,3,1.5,Rural,1951,1,1,7915000.0
1751,Apartment,3,1.5,Suburban,1959,1,1,12914000.0
3196,Villa,4,2.0,Suburban,1951,2,0,29450000.0
1167,Apartment,1,1.5,Suburban,2009,3,0,9288000.0
112772,Agricultural Land,0,0.0,Suburban,1950,0,0,14329000.0
1651,Independent House,2,2.5,Rural,1994,3,1,13892000.0
775,Apartment,1,4.0,Rural,1957,1,1,5661000.0
3750,Villa,5,2.5,Rural,2007,2,1,32365000.0
1219,Apartment,1,2.0,Downtown,1956,3,1,11156000.0
1210,Independent House,2,3.5,Suburban,2021,1,1,13449000.0
4294,Villa,4,2.0,Suburban,1970,1,1,36727000.0
133466,Agricultural Land,0,0.0,Rural,1950,0,0,15006000.0
1959,Penthouse,3,1.0,Suburban,1996,3,1,19920000.0
4763,Villa,3,2.0,Rural,1950,3,0,37134000.0
3056,Villa,5,2.5,Rural,1961,2,1,27134000.0
154243,Agricultural Land,0,0.0,Suburban,1950,0,0,19018000.0
1652,Apartment,3,3.0,Rural,2024,3,1,12256000.0
1313,Apartment,3,3.5,Rural,1997,1,0,9591000.0
1716,Apartment,2,1.5,Rural,1953,3,0,10077000.0
1440,Apartment,3,1.5,Suburban,1983,3,0,11391000.0
4715,Villa,5,1.0,Rural,1981,2,1,37905000.0
2487,Villa,5,2.5,Downtown,1952,1,1,27025000.0
1329,Independent House,2,2.5,Suburban,2017,3,1,14134000.0
694,Apartment,2,2.0,Downtown,2006,1,1,9258000.0
2584,Villa,3,2.0,Downtown,2025,2,1,27198000.0
1248,Apartment,2,3.5,Rural,1973,1,1,8648000.0
4200,Villa,4,3.5,Suburban,1982,3,0,36403000.0
1940,Independent House,4,1.5,Downtown,1952,3,0,17653000.0
1583,Apartment,3,2.5,Suburban,1953,2,0,12033000.0
1642,Apartment,1,2.5,Rural,1979,2,1,10274000.0
1245,Apartment,2,1.5,Rural,2019,2,1,8753000.0
2125,Penthouse,4,2.0,Downtown,1998,1,1,22321000.0
175323,Agricultural Land,0,0.0,Rural,1950,0,0,19098000.0
4563,Villa,5,1.5,Suburban,1979,1,1,38828000.0
1361,Apartment,3,1.5,Suburban,2021,1,0,11118000.0
2833,Independent House,4,2.5,Suburban,1965,1,1,22060000.0
4102,Villa,5,2.0,Rural,2002,2,0,34146000.0
2608,Penthouse,3,2.0,Rural,1955,1,1,21737000.0
1275,Apartment,1,2.0,Downtown,1973,1,1,10960000.0
691,Apartment,3,1.0,Suburban,1977,1,1,7739000.0
2892,Villa,5,2.5,Suburban,1970,1,0,28749000.0
1036,Independent House,4,2.0,Suburban,1957,2,0,12065000.0
739,Apartment,3,2.0,Suburban,1985,2,1,8505000.0
1466,Apartment,3,4.0,Suburban,1958,3,0,12328000.0
2201,Independent House,3,1.5,Suburban,1989,3,1,18888000.0
181947,Agricultural Land,0,0.0,Downtown,1950,0,0,23983000.0
173530,Agricultural Land,0,0.0,Suburban,1950,0,0,20624000.0
1136,Independent House,3,2.5,Suburban,2000,1,1,12852000.0
3237,Independent House,3,2.0,Suburban,1950,1,1,23510000.0
941,Apartment,2,3.0,Rural,2012,2,1,8393000.0
2582,Independent House,4,3.0,Downtown,2017,3,1,23391000.0
1971,Independent House,3,1.5,Suburban,2023,1,0,17477000.0
2461,Villa,4,2.5,Suburban,1975,3,1,24810000.0
3290,Independent House,2,1.0,Downtown,1989,3,0,24936000.0
1014,Apartment,2,4.0,Downtown,1952,3,1,10988000.0
1306,Apartment,2,1.5,Rural,1958,2,0,7919000.0
942,Apartment,3,3.0,Suburban,1981,1,1,9306000.0
1281,Apartment,2,1.5,Suburban,2016,1,0,10439000.0
1252,Apartment,2,2.5,Suburban,1953,2,0,10108000.0
188580,Agricultural Land,0,0.0,Rural,1950,0,0,21756000.0
1322,Independent House,4,4.0,Suburban,1955,2,1,14029000.0
3169,Independent House,3,3.0,Rural,2022,2,1,22847000.0
203134,Agricultural Land,0,0.0,Suburban,1950,0,0,24784000.0
88461,Agricultural Land,0,0.0,Suburban,1950,0,0,11432000.0
1600,Independent House,4,1.5,Downtown,1975,3,0,17079000.0
1974,Penthouse,4,2.0,Rural,1951,3,1,18027000.0
1169,Apartment,1,1.5,Suburban,2015,1,1,9168000.0
1174,Apartment,1,2.0,Suburban,1952,1,0,9376000.0
1346,Independent House,3,1.5,Downtown,1984,3,1,14651000.0
4667,Villa,3,1.5,Suburban,2008,3,1,40094000.0
3310,Villa,5,2.0,Downtown,1987,2,0,32401000.0
981,Apartment,2,1.5,Suburban,1982,3,1,9056000.0
671,Apartment,3,2.0,Rural,1964,1,1,5622000.0
4368,Villa,3,1.5,Suburban,2024,1,0,37410000.0
1532,Apartment,3,1.5,Downtown,2023,2,1,13688000.0
2117,Independent House,2,2.5,Rural,1963,2,1,16147000.0
3196,Villa,3,1.0,Rural,2015,1,1,27928000.0
4186,Villa,3,2.0,Suburban,1994,3,1,36039000.0
2960,Penthouse,3,2.0,Suburban,1997,3,0,25721000.0
35044,Agricultural Land,0,0.0,Rural,1950,0,0,4211000.0
2515,Independent House,2,2.0,Suburban,1993,1,1,19615000.0
3691,Villa,4,2.5,Suburban,1986,3,1,33976000.0
1839,Villa,3,2.0,Suburban,1978,3,1,21224000.0
1173,Apartment,2,1.5,Downtown,1983,1,0,11017000.0
1565,Apartment,2,3.0,Rural,2008,1,1,10363000.0
1180,Apartment,2,4.0,Suburban,1992,2,1,10562000.0
2900,Independent House,3,1.0,Suburban,1982,1,1,22299000.0
4017,Villa,5,2.0,Downtown,1968,2,1,37305000.0
3213,Penthouse,4,1.5,Suburban,1957,2,1,27447000.0
1300,Apartment,2,1.5,Suburban,1980,3,0,10842000.0
1110,Apartment,1,1.5,Suburban,1960,1,1,8992000.0
68217,Agricultural Land,0,0.0,Suburban,1950,0,0,9291000.0
1583,Apartment,2,2.5,Downtown,1957,3,1,13630000.0
1458,Independent House,2,1.5,Downtown,1974,1,1,14694000.0
2905,Independent House,4,3.5,Suburban,1969,1,1,23081000.0
3388,Independent House,3,2.0,Suburban,1987,3,1,25410000.0
656,Apartment,1,1.5,Downtown,1956,2,1,7703000.0
817,Apartment,3,2.5,Downtown,1988,1,1,10069000.0
1218,Apartment,3,1.0,Rural,2023,2,1,8649000.0
1815,Independent House,2,2.0,Downtown,2021,3,0,17217000.0
1246,Independent House,3,2.0,Rural,1969,3,1,10666000.0
1329,Apartment,3,1.5,Suburban,1960,1,1,10320000.0
4220,Villa,3,1.5,Suburban,1965,3,1,35878000.0
1916,Penthouse,4,1.0,Downtown,1991,1,1,21019000.0
1654,Apartment,3,1.5,Rural,2001,1,1,10948000.0
1367,Independent House,2,1.0,Downtown,1986,1,1,15000000.0
4406,Villa,5,4.0,Suburban,2001,1,0,38443000.0
707,Apartment,3,1.0,Downtown,1958,1,1,8401000.0
1183,Apartment,1,1.5,Rural,1984,3,0,7709000.0
2638,Villa,5,4.0,Rural,2016,1,1,25362000.0
29214,Agricultural Land,0,0.0,Suburban,1950,0,0,5340000.0
2320,Penthouse,3,2.5,Suburban,1956,2,1,21240000.0
2421,Independent House,3,2.0,Suburban,1951,1,0,18892000.0
2482,Villa,3,1.0,Rural,1974,1,1,22925000.0
1255,Independent House,3,2.5,Suburban,2025,1,1,14186000.0
4952,Villa,5,1.0,Rural,1990,3,1,40225000.0
1837,Independent House,2,2.5,Suburban,2024,2,1,16982000.0
1514,Apartment,1,4.0,Downtown,2001,2,0,13411000.0
4082,Villa,3,2.0,Downtown,2014,2,1,37039000.0
1552,Independent House,2,1.5,Suburban,1987,3,0,14581000.0
1180,Independent House,3,2.5,Suburban,2016,3,1,13618000.0
107082,Agricultural Land,0,0.0,Downtown,1950,0,0,15915000.0
1170,Apartment,2,2.0,Downtown,1991,1,1,11385000.0
1456,Apartment,3,2.0,Suburban,2020,3,1,13089000.0
1647,Apartment,3,2.0,Downtown,2003,2,1,14375000.0
2996,Penthouse,3,2.5,Downtown,2016,2,1,27788000.0
3223,Villa,5,2.0,Rural,2013,3,1,29389000.0
1547,Apartment,1,4.0,Suburban,1953,3,0,11808000.0
2391,Villa,4,3.0,Downtown,1980,2,0,25885000.0
3181,Independent House,3,1.5,Suburban,1962,2,1,23799000.0
1920,Penthouse,4,2.5,Rural,1976,2,1,17637000.0
3260,Independent House,3,1.5,Suburban,2008,2,0,24604000.0
1347,Independent House,4,2.5,Downtown,2014,2,1,16280000.0
102243,Agricultural Land,0,0.0,Rural,1950,0,0,11433000.0
947,Apartment,1,1.0,Suburban,2013,3,1,8903000.0
1448,Apartment,2,2.0,Suburban,1974,3,1,12279000.0
1397,Independent House,2,2.5,Suburban,1986,1,1,13530000.0
102557,Agricultural Land,0,0.0,Suburban,1950,0,0,13193000.0
2600,Independent House,2,1.5,Suburban,2024,1,0,19660000.0
907,Apartment,1,3.0,Rural,2022,1,1,7530000.0
1590,Apartment,1,2.5,Suburban,2020,3,1,12216000.0
1098,Independent House,3,2.0,Rural,1963,1,1,10191000.0
757,Apartment,2,2.0,Suburban,1973,1,1,8001000.0
4457,Villa,4,3.5,Suburban,2016,3,0,38914000.0
44415,Agricultural Land,0,0.0,Suburban,1950,0,0,6723000.0
3274,Independent House,4,1.5,Downtown,1997,2,1,26178000.0
3470,Independent House,3,2.5,Downtown,2014,3,0,27651000.0
3290,Independent House,4,2.5,Suburban,1987,3,1,25188000.0
1129,Apartment,3,3.5,Suburban,2019,2,1,10676000.0
76452,Agricultural Land,0,0.0,Downtown,1950,0,0,12166000.0
2495,Independent House,4,2.5,Suburban,2008,1,1,20687000.0
3418,Independent House,3,2.0,Downtown,1961,3,1,26244000.0
3678,Villa,4,3.5,Rural,2003,3,1,31967000.0
1733,Independent House,3,3.0,Downtown,2000,2,1,17717000.0
3750,Villa,5,2.5,Suburban,1987,3,0,33949000.0
691,Apartment,3,1.0,Suburban,1995,1,1,8785000.0
2545,Penthouse,3,2.0,Suburban,1959,2,1,23043000.0
212683,Agricultural Land,0,0.0,Downtown,1950,0,0,27966000.0
3015,Villa,5,2.5,Suburban,1958,3,1,29222000.0
69657,Agricultural Land,0,0.0,Rural,1950,0,0,7817000.0
778,Apartment,3,2.0,Suburban,2001,1,1,8518000.0
3285,Independent House,3,1.5,Suburban,2000,1,1,24415000.0
4724,Villa,3,1.0,Suburban,1971,3,1,39001000.0
1279,Independent House,2,2.0,Downtown,2022,1,0,13817000.0
2042,Independent House,2,1.5,Downtown,2021,2,1,18672000.0
1339,Apartment,2,1.5,Rural,2017,1,0,8522000.0
970,Apartment,1,2.0,Rural,1954,2,1,6368000.0
2800,Independent House,2,2.5,Suburban,1978,2,1,21460000.0
1735,Apartment,2,2.0,Suburban,1955,2,1,12501000.0
4717,Villa,3,1.5,Suburban,2018,3,1,40345000.0
1618,Apartment,3,1.0,Downtown,2007,1,1,13982000.0
820,Apartment,3,2.0,Suburban,1992,3,1,9181000.0
1303,Independent House,4,2.5,Rural,2018,3,1,13303000.0
2348,Independent House,4,2.5,Suburban,2021,2,0,19851000.0
113054,Agricultural Land,0,0.0,Suburban,1950,0,0,14686000.0
2193,Independent House,4,1.5,Downtown,1986,3,1,20320000.0
974,Apartment,3,2.0,Downtown,2007,1,1,10844000.0
3080,Penthouse,3,3.0,Suburban,1986,3,1,26873000.0
3428,Independent House,4,1.5,Rural,1975,3,1,23497000.0
1585,Apartment,3,2.0,Rural,1991,2,1,10878000.0
3061,Independent House,3,2.0,Rural,1965,2,1,21440000.0
103738,Agricultural Land,0,0.0,Suburban,1950,0,0,13422000.0
1499,Independent House,3,1.0,Suburban,1971,3,0,13636000.0
1164,Apartment,3,1.0,Rural,1972,2,1,8315000.0
1129,Apartment,2,2.0,Suburban,1996,3,1,10317000.0
1091,Apartment,2,1.0,Rural,2016,1,0,7162000.0
2219,Independent House,4,1.0,Suburban,1952,1,0,17901000.0
1754,Independent House,4,1.5,Suburban,1961,2,1,15950000.0
899,Apartment,2,1.0,Suburban,1972,1,1,8000000.0
81949,Agricultural Land,0,0.0,Suburban,1950,0,0,10948000.0
2226,Penthouse,3,2.0,Downtown,1960,1,1,22449000.0
1730,Independent House,4,1.0,Suburban,2001,3,0,16220000.0
2327,Penthouse,3,1.5,Rural,1999,2,1,19983000.0
1201,Apartment,3,2.5,Suburban,2006,1,1,11046000.0
2331,Independent House,3,2.5,Downtown,2013,2,1,21022000.0
3846,Villa,3,2.0,Suburban,1995,2,1,34005000.0
2775,Penthouse,4,1.0,Suburban,1978,2,1,24695000.0
2531,Penthouse,4,2.5,Suburban,2019,1,1,23864000.0
1367,Apartment,1,1.5,Suburban,1995,2,1,10182000.0
43417,Agricultural Land,0,0.0,Suburban,1950,0,0,6935000.0
1536,Apartment,1,1.0,Suburban,1965,2,1,11166000.0
40046,Agricultural Land,0,0.0,Downtown,1950,0,0,8867000.0
128274,Agricultural Land,0,0.0,Suburban,1950,0,0,16104000.0
1207,Apartment,1,2.5,Suburban,2000,3,1,10463000.0
3873,Villa,4,3.5,Downtown,1960,3,1,35683000.0
1234,Apartment,2,2.0,Suburban,1960,3,1,10492000.0
2209,Independent House,3,1.0,Suburban,2012,3,0,18641000.0
1483,Independent House,3,3.0,Rural,2002,2,1,13485000.0
2074,Independent House,3,1.0,Suburban,2007,3,1,17946000.0
154649,Agricultural Land,0,0.0,Suburban,1950,0,0,19334000.0
2388,Villa,3,3.0,Suburban,1968,3,1,24976000.0
3255,Independent House,3,2.0,Downtown,1981,1,1,25094000.0
1756,Penthouse,4,2.0,Suburban,1999,3,0,18509000.0
15064,Agricultural Land,0,0.0,Rural,1950,0,0,2161000.0
610,Apartment,1,2.0,Suburban,2021,3,1,7968000.0
18384,Agricultural Land,0,0.0,Suburban,1950,0,0,4268000.0
1535,Apartment,2,3.5,Downtown,2004,1,1,13636000.0
1531,Penthouse,4,3.0,Rural,2025,2,0,15629000.0
1139,Apartment,3,2.0,Rural,1990,2,1,8551000.0
1604,Apartment,1,2.5,Downtown,2019,1,0,13398000.0
1386,Independent House,3,2.0,Suburban,1970,1,1,13045000.0
3051,Villa,4,2.5,Downtown,1975,2,0,30200000.0
2790,Independent House,3,3.0,Suburban,1950,3,1,22094000.0
806,Apartment,3,1.0,Downtown,1976,1,1,9760000.0
2818,Independent House,2,1.5,Downtown,1999,1,1,22799000.0
51959,Agricultural Land,0,0.0,Downtown,1950,0,0,9889000.0
3395,Independent House,3,3.5,Rural,2015,1,0,23358000.0
1392,Apartment,2,3.5,Rural,2014,2,1,9581000.0
3281,Independent House,3,1.0,Downtown,1959,2,1,25469000.0
1667,Apartment,3,1.5,Suburban,1986,2,1,13096000.0
2505,Penthouse,4,4.0,Downtown,2018,2,1,25346000.0
2236,Penthouse,3,2.0,Downtown,1990,2,0,22525000.0
1941,Independent House,2,2.0,Rural,1995,3,1,15302000.0
2165,Independent House,2,1.5,Downtown,1994,3,1,19081000.0
3171,Penthouse,4,3.0,Suburban,1976,2,0,27799000.0
3223,Independent House,2,1.5,Suburban,2014,2,1,23818000.0
3177,Penthouse,4,1.5,Downtown,1957,2,1,27485000.0
2248,Villa,4,1.5,Suburban,2016,1,0,23800000.0
2091,Penthouse,3,3.5,Rural,1998,1,0,18648000.0
1081,Independent House,4,2.5,Suburban,1963,2,1,12508000.0
3182,Independent House,4,2.5,Downtown,2011,2,1,26021000.0
196153,Agricultural Land,0,0.0,Rural,1950,0,0,21541000.0
2406,Independent House,3,2.0,Rural,1992,1,1,17075000.0
3280,Villa,5,3.5,Downtown,1976,1,1,32550000.0
1039,Apartment,1,2.5,Suburban,1976,1,1,9166000.0
2879,Villa,4,2.5,Downtown,2017,1,1,29431000.0
1418,Independent House,4,4.0,Suburban,2024,1,1,15911000.0
687,Apartment,1,2.0,Suburban,1997,2,1,7623000.0
1255,Apartment,1,2.5,Downtown,2016,2,1,12169000.0
4879,Villa,4,3.5,Downtown,1974,1,1,41983000.0
3000,Penthouse,4,2.5,Suburban,2013,2,1,26119000.0
1214,Independent House,4,2.0,Suburban,1973,1,1,13337000.0
1151,Apartment,3,1.0,Suburban,1958,1,0,9596000.0
3320,Villa,5,2.5,Suburban,1957,1,0,31113000.0
1102,Apartment,2,2.0,Downtown,2008,2,1,11048000.0
3292,Independent House,4,1.5,Suburban,1966,2,1,24070000.0
908,Apartment,3,3.0,Downtown,1992,2,1,10678000.0
830,Apartment,1,1.5,Rural,2017,2,1,6679000.0
754,Apartment,1,2.0,Suburban,1953,3,0,6748000.0
